StartDate.StartDate,EndDate.EndDate,Status.ResponseType,IPAddress.IPAddress,Progress.Progress,Duration(inseconds).Duration(inseconds),Finished.Finished,RecordedDate.RecordedDate,ResponseId.ResponseID,RecipientLastName.RecipientLastName,RecipientFirstName.RecipientFirstName,RecipientEmail.RecipientEmail,ExternalReference.ExternalDataReference,LocationLatitude.LocationLatitude,LocationLongitude.LocationLongitude,DistributionChannel.DistributionChannel,selected_overall.HowMALEorFEMALEdoesthispersonlook?,unselected_overall.HowMALEorFEMALEdoesthispersonlook?,selected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,unselected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,selected_overall.HowHAPPYdoesthispersonlook?,unselected_overall.HowHAPPYdoesthispersonlook?,selected_overall.HowDOMINANTdoesthispersonlook?,unselected_overall.HowDOMINANTdoesthispersonlook?,selected_overall.HowATTRACTIVEdoesthispersonlook?,unselected_overall.HowATTRACTIVEdoesthispersonlook?,selected_overall.HowLIKABLEdoesthispersonlook?,unselected_overall.HowLIKABLEdoesthispersonlook?,selected_overall.HowTRUSTWORTHYdoesthispersonlook?,unselected_overall.HowTRUSTWORTHYdoesthispersonlook?,selected_overall.HowCOMPETENTdoesthispersonlook?,unselected_overall.HowCOMPETENTdoesthispersonlook?,selected_overall.HowWARMdoesthispersonlook?,unselected_overall.HowWARMdoesthispersonlook?,age,sex,race,data_use,mTurkCode
3/12/20173:58:16PM,3/12/20173:59:56PM,0,24.131.75.102,100,100,1,3/12/20173:59:58PM,R_3fJ0DfqZ44MmgEI,,,,,40.43539429,-79.61920166,anonymous,,,,,,,,,,,,,,,,,4,5,35,2,1,4,4491118849
3/12/20174:02:56PM,3/12/20174:05:24PM,0,66.176.214.252,100,147,1,3/12/20174:05:25PM,R_23TQCNxuW6hUfbY,,,,,25.95700073,-80.18000031,anonymous,,,,,,,,,3,1,,,,,,,,,52,1,1,4,2252079477
3/12/20174:06:17PM,3/12/20174:08:48PM,0,71.1.146.182,100,150,1,3/12/20174:08:49PM,R_6txe7k9ajsY665P,,,,,28.73129272,-81.51580048,anonymous,1,4,,,,,,,,,,,,,,,,,35,2,1,4,2240148499
3/12/20174:08:41PM,3/12/20174:10:14PM,0,75.175.116.39,100,92,1,3/12/20174:10:15PM,R_1DAxmKPQQ7pd7YB,,,,,45.54069519,-122.6761017,anonymous,1,3,,,,,,,,,,,,,,,,,32,2,1,4,8302976736
3/12/20174:10:58PM,3/12/20174:13:36PM,0,172.12.178.36,100,157,1,3/12/20174:13:37PM,R_3CEfvZmZvms1p5T,,,,,42.85539246,-85.9713974,anonymous,,,,,6,2,,,,,,,,,,,,,48,1,1,4,4278271073
3/12/20174:13:01PM,3/12/20174:14:32PM,0,70.127.243.134,100,91,1,3/12/20174:14:33PM,R_2THOclbE4OTOozQ,,,,,27.87150574,-82.65419769,anonymous,,,,,,,,,,,,,,,,,5,2,28,2,4,4,4506842420
3/12/20174:13:37PM,3/12/20174:16:36PM,0,67.212.127.80,100,179,1,3/12/20174:16:38PM,R_1cXGEQ7YXFC4Hm8,,,,,42.34710693,-92.64109802,anonymous,,,3,6,,,,,,,,,,,,,,,47,2,1,4,9424557359
3/12/20174:16:51PM,3/12/20174:19:20PM,0,97.127.87.199,100,149,1,3/12/20174:19:22PM,R_1QbeYF8IyPCirhI,,,,,45.06289673,-93.30329895,anonymous,,,4,3,,,,,,,,,,,,,,,28,1,1,4,2745590098
3/12/20174:33:48PM,3/12/20174:35:16PM,0,70.179.173.14,100,87,1,3/12/20174:35:17PM,R_1QlKaVkkfYa28nI,,,,,39.10229492,-96.52459717,anonymous,,,,,,,,,,,,,,,,,4,2,25,1,1,4,4032795038
3/12/20174:34:30PM,3/12/20174:36:33PM,0,66.116.15.229,100,123,1,3/12/20174:36:34PM,R_1DpfAfhRcG1VnFL,,,,,39.40840149,-88.80439758,anonymous,,,,,,,,,4,4,,,,,,,,,26,2,1,4,709421989
3/12/20174:34:14PM,3/12/20174:37:09PM,0,68.169.137.236,100,175,1,3/12/20174:37:11PM,R_22F9BYEthxuM81v,,,,,35.00270081,-85.22399902,anonymous,,,3,6,,,,,,,,,,,,,,,78,2,2,4,9294581832
3/12/20174:39:13PM,3/12/20174:40:15PM,0,174.105.227.155,100,62,1,3/12/20174:40:16PM,R_1da7Bl33s3Dz8d9,,,,,39.1526947,-83.03910065,anonymous,,,,,,,,,,,4,3,,,,,,,24,1,1,3,256749951
3/12/20174:40:49PM,3/12/20174:44:20PM,0,173.24.86.45,100,210,1,3/12/20174:44:21PM,R_blxsf0L673HLWwh,,,,,39.31799316,-94.21800232,anonymous,,,5,4,,,,,,,,,,,,,,,47,2,1,4,7895397539
3/12/20174:46:59PM,3/12/20174:48:41PM,0,98.214.245.155,100,101,1,3/12/20174:48:43PM,R_8qrqbz9zlc8uEsp,,,,,39.8296051,-88.94419861,anonymous,,,,,4,2,,,,,,,,,,,,,48,2,1,4,7524402663
3/12/20174:52:55PM,3/12/20174:55:16PM,0,72.210.43.227,100,141,1,3/12/20174:55:18PM,R_79ZbPiI4EMiiWZj,,,,,33.49299622,-112.2136993,anonymous,,,,,,,4,4,,,,,,,,,,,25,2,3,4,9213195382
3/12/20174:56:42PM,3/12/20174:58:12PM,0,216.167.170.9,100,89,1,3/12/20174:58:13PM,R_0lcEbFxDEeRe5aN,,,,,33.89430237,-102.341301,anonymous,,,,,,,,,4,2,,,,,,,,,31,1,1,4,5171026429
3/12/20174:54:49PM,3/12/20175:01:46PM,0,71.11.226.66,100,416,1,3/12/20175:01:48PM,R_ZCbUDkIbMnjc9rP,,,,,32.69090271,-97.26380157,anonymous,,,3,6,,,,,,,,,,,,,,,43,1,1,4,9602022799
3/12/20175:01:57PM,3/12/20175:03:37PM,0,104.15.154.104,100,99,1,3/12/20175:03:38PM,R_pMNyyrdaG6q1ZoR,,,,,30.62780762,-88.15260315,anonymous,,,,,,,,,4,4,,,,,,,,,26,1,2,4,7038816162
3/12/20175:03:24PM,3/12/20175:05:36PM,0,50.155.247.178,100,131,1,3/12/20175:05:37PM,R_3EEvQaMHjSdwJjN,,,,,39.73129272,-104.9692001,anonymous,,,,,,,,,,,,,,,,,5,1,49,1,1,4,3515396137
3/12/20175:19:36PM,3/12/20175:21:58PM,0,68.7.125.158,100,142,1,3/12/20175:21:59PM,R_4GVtPoOafsT3juF,,,,,32.79519653,-116.9671021,anonymous,,,6,3,,,,,,,,,,,,,,,20,2,1,3,5937447864
3/12/20175:29:36PM,3/12/20175:32:06PM,0,107.11.177.200,100,149,1,3/12/20175:32:07PM,R_3KPJnWhFI5l6bSI,,,,,40.25939941,-81.9641037,anonymous,,,,,,,,,,,,,,,5,3,,,49,2,1,4,5696156719
3/12/20175:50:06PM,3/12/20175:52:58PM,0,32.214.111.244,100,172,1,3/12/20175:52:59PM,R_sYahIfXmR0pTSKZ,,,,,41.82369995,-72.62120056,anonymous,1,4,,,,,,,,,,,,,,,,,19,2,1,4,4694418386
3/12/20176:11:11PM,3/12/20176:12:48PM,0,74.138.240.145,100,96,1,3/12/20176:12:50PM,R_DIsFlB2LykZfwZP,,,,,38.23280334,-85.78959656,anonymous,1,4,,,,,,,,,,,,,,,,,35,2,1,4,927724233
3/12/20176:46:38PM,3/12/20176:48:55PM,0,68.194.6.176,100,136,1,3/12/20176:48:56PM,R_3My45X6eywDTZY2,,,,,41.37930298,-74.73809814,anonymous,,,,,,,,,2,1,,,,,,,,,52,1,1,4,2145210379
3/12/20177:15:16PM,3/12/20177:16:32PM,0,72.193.168.130,100,75,1,3/12/20177:16:33PM,R_3JhdvzrPWA4DvjF,,,,,36.2348938,-115.2904968,anonymous,,,,,,,,,,,,,4,5,,,,,34,1,3,4,5174164451
3/12/20179:51:41PM,3/12/20179:53:14PM,0,73.191.114.37,100,92,1,3/12/20179:53:16PM,R_1dNwJcTCRpSIYXa,,,,,39.36680603,-76.58799744,anonymous,,,,,,,,,,,,,,,7,3,,,23,2,1,2,4712722716
3/12/20179:53:22PM,3/12/20179:55:13PM,0,72.241.77.94,100,111,1,3/12/20179:55:15PM,R_3PRIYKILhX4PCfy,,,,,41.6499939,-83.67410278,anonymous,,,3,5,,,,,,,,,,,,,,,31,2,2,4,2837195765
3/12/20172:39:29PM,3/12/20172:41:42PM,0,98.25.212.133,97,132,0,3/19/20172:41:49PM,R_2CZWeQt6Eh8ixHq,,,,,,,anonymous,,,,,,,,,4,1,,,,,,,,,,,,,3714015172
3/20/20177:21:48AM,3/20/20177:23:03AM,0,66.24.39.182,100,75,1,3/20/20177:23:05AM,R_33lo6vNRf3QzORW,,,,,42.19619751,-75.8884964,anonymous,,,,,,,4,4,,,,,,,,,,,32,2,1,4,6399381803
3/20/20177:23:23AM,3/20/20177:24:46AM,0,207.181.212.160,100,82,1,3/20/20177:24:48AM,R_PLIFFapQlixwosp,,,,,41.92880249,-87.63150024,anonymous,,,3,4,,,,,,,,,,,,,,,29,2,1,4,8061009640
3/20/20177:23:49AM,3/20/20177:25:01AM,0,162.210.237.81,100,71,1,3/20/20177:25:02AM,R_3QKo7038ZeeCWUU,,,,,39.62910461,-77.71279907,anonymous,,,,,,,,,2,1,,,,,,,,,37,1,1,4,1771993661
3/20/20177:23:51AM,3/20/20177:25:20AM,0,69.141.13.140,100,88,1,3/20/20177:25:21AM,R_2rHeK0oaceRx9mq,,,,,38.98339844,-74.90249634,anonymous,,,,,,,,,5,1,,,,,,,,,38,1,1,4,907777464
3/20/20177:24:17AM,3/20/20177:26:01AM,0,71.49.105.58,100,104,1,3/20/20177:26:03AM,R_3L1fBshHBiOpaYC,,,,,26.55839539,-81.89969635,anonymous,,,,,,,,,,,4,2,,,,,,,30,2,1,4,4085417716
3/20/20177:26:44AM,3/20/20177:28:40AM,0,199.59.86.205,100,116,1,3/20/20177:28:41AM,R_1kN31Lhx1rilQsd,,,,,37.42860413,-82.88469696,anonymous,,,,,4,1,,,,,,,,,,,,,27,1,1,1,3756066915
3/20/20177:28:30AM,3/20/20177:30:32AM,0,73.39.173.178,100,121,1,3/20/20177:30:34AM,R_O71feNPhNcxfSnf,,,,,38.80459595,-76.99469757,anonymous,,,,,,,,,,,,,2,3,,,,,27,2,2,4,4395143697
3/20/20177:28:10AM,3/20/20177:30:40AM,0,98.179.161.204,100,150,1,3/20/20177:30:42AM,R_3MmTFnZajkDuAlL,,,,,41.5171051,-71.27890015,anonymous,,,,,,,,,,,,,2,2,,,,,36,2,1,4,4720025845
3/20/20177:28:47AM,3/20/20177:30:44AM,0,198.7.228.120,100,116,1,3/20/20177:30:46AM,R_1hZkaKj1hlmrOMq,,,,,41.78610229,-71.40010071,anonymous,,,,,,,,,,,,,,,,,5,1,38,1,1,4,1314077359
3/20/20177:28:46AM,3/20/20177:30:46AM,0,76.123.133.6,100,120,1,3/20/20177:30:48AM,R_1lhQ5coXrVgjnhM,,,,,31.31559753,-89.4131012,anonymous,,,,,,,,,,,,,,,,,4,3,34,2,1,4,4053796451
3/20/20177:32:32AM,3/20/20177:34:34AM,0,96.59.230.37,100,121,1,3/20/20177:34:35AM,R_3MnefRAyuYZT8c2,,,,,27.86610413,-82.32649994,anonymous,,,,,,,,,,,,,,,4,4,,,32,2,1,4,9116702084
3/20/20177:37:37AM,3/20/20177:38:58AM,0,64.201.88.112,100,80,1,3/20/20177:38:59AM,R_2whHq19ZM0Yrea5,,,,,40.14900208,-79.51809692,anonymous,,,,,4,2,,,,,,,,,,,,,31,2,1,4,2072255034
3/20/20177:38:12AM,3/20/20177:40:05AM,0,2.122.184.119,100,113,1,3/20/20177:40:07AM,R_6FmXvar9jWTYjeh,,,,,53.80000305,-1.583297729,anonymous,,,,,,,,,,,,,4,3,,,,,23,2,1,4,1889255443
3/20/20177:38:23AM,3/20/20177:40:47AM,0,54.183.229.71,100,144,1,3/20/20177:40:49AM,R_3DurQ0CpNlmsz8D,,,,,37.33880615,-121.8914032,anonymous,,,,,4,1,,,,,,,,,,,,,23,2,1,4,1367020542
3/20/20177:41:24AM,3/20/20177:42:52AM,0,73.213.83.21,100,88,1,3/20/20177:42:54AM,R_2D2NDcoaSRsvJ9b,,,,,39.18899536,-76.54820251,anonymous,,,,,,,,,3,3,,,,,,,,,21,1,3,3,2999454979
3/20/20177:43:09AM,3/20/20177:44:39AM,0,67.140.4.39,100,90,1,3/20/20177:44:40AM,R_27W5lvdxnMHhbrB,,,,,37.04800415,-83.84850311,anonymous,,,,,,,,,,,,,,,5,3,,,33,1,1,3,2247386556
3/20/20177:47:45AM,3/20/20177:51:30AM,0,24.99.192.173,100,224,1,3/20/20177:51:31AM,R_31Nndq9E2VZV7E7,,,,,33.92030334,-84.61799622,anonymous,,,,,,,,,,,,,,,,,4,2,52,1,1,4,8180157491
3/20/20178:02:18AM,3/20/20178:04:38AM,0,67.10.159.216,100,139,1,3/20/20178:04:39AM,R_1db4800NmbohSak,,,,,29.47639465,-98.34909821,anonymous,,,,,,,,,,,,,4,3,,,,,35,2,4,4,502762446
3/20/20178:02:59AM,3/20/20178:05:09AM,0,68.229.82.24,100,130,1,3/20/20178:05:10AM,R_2DZcqzHToXGqIL7,,,,,41.917099,-71.44229889,anonymous,,,,,,,3,5,,,,,,,,,,,30,2,1,4,9055760288
3/20/20178:18:37AM,3/20/20178:20:10AM,0,107.182.91.146,100,92,1,3/20/20178:20:12AM,R_3QW6o2nUpbvtvaV,,,,,38.88479614,-89.75319672,anonymous,,,,,,,,,,,3,3,,,,,,,21,1,1,4,2755191718
3/20/20178:18:36AM,3/20/20178:20:27AM,0,165.156.138.21,100,111,1,3/20/20178:20:28AM,R_2QJSCpV4hUAyExJ,,,,,38.1867981,-85.66020203,anonymous,,,,,,,,,4,2,,,,,,,,,27,1,1,4,8821137854
3/20/20178:29:33AM,3/20/20178:31:49AM,0,76.92.75.11,100,136,1,3/20/20178:31:51AM,R_em5Fiw68YFs1Mkx,,,,,39.48410034,-80.06009674,anonymous,,,,,,,,,,,3,2,,,,,,,46,2,1,4,6769453133
3/20/20178:31:44AM,3/20/20178:33:38AM,0,175.193.199.100,100,114,1,3/20/20178:33:41AM,R_3MnVZyAL5DpIzox,,,,,37.51109314,126.9743042,anonymous,1,3,,,,,,,,,,,,,,,,,29,2,4,4,5231002867
3/20/20178:33:03AM,3/20/20178:34:23AM,0,198.232.250.4,100,79,1,3/20/20178:34:24AM,R_2R3a6rJWuFKQiBP,,,,,39.08920288,-77.1835022,anonymous,,,,,,,,,3,2,,,,,,,,,23,2,2,3,4653804870
3/20/20178:32:46AM,3/20/20178:34:53AM,0,173.191.219.74,100,127,1,3/20/20178:34:55AM,R_1jJntafohZivqEg,,,,,37.71530151,-85.85649872,anonymous,,,1,2,,,,,,,,,,,,,,,59,2,1,4,9901766637
3/20/20178:44:37AM,3/20/20178:46:29AM,0,24.13.140.173,100,112,1,3/20/20178:46:31AM,R_2VfJ0VN47zZnRS4,,,,,41.97129822,-87.79810333,anonymous,,,,,,,,,,,,,3,2,,,,,48,2,1,4,5309975273
3/20/20178:45:41AM,3/20/20178:47:15AM,0,147.182.0.16,100,94,1,3/20/20178:47:17AM,R_2bJYK2jYVcyOKs8,,,,,38.95629883,-94.58380127,anonymous,1,3,,,,,,,,,,,,,,,,,23,1,1,4,9404378002
3/20/20178:49:45AM,3/20/20178:51:10AM,0,132.239.64.211,100,84,1,3/20/20178:51:11AM,R_BxnyOuh7t4jKAMx,,,,,32.88070679,-117.2359009,anonymous,,,,,,,,,,,,,,,3,1,,,22,2,3,4,7602528599
3/20/20178:49:31AM,3/20/20178:51:14AM,0,169.253.194.1,100,102,1,3/20/20178:51:16AM,R_1Ka12Qr4qiQkojm,,,,,38.65820313,-77.24970245,anonymous,,,2,5,,,,,,,,,,,,,,,32,2,1,2,7540837866
3/20/20178:50:06AM,3/20/20178:51:35AM,0,97.88.199.150,100,88,1,3/20/20178:51:36AM,R_2agltXKN0AwDET5,,,,,38.58990479,-90.34690094,anonymous,,,,,,,,,,,,,,,,,5,2,28,2,1,4,728401654
3/20/20178:56:55AM,3/20/20178:58:55AM,0,12.176.70.34,100,120,1,3/20/20178:58:57AM,R_2bV6lqKEsOhYCE3,,,,,35.05079651,-80.81860352,anonymous,,,,,4,2,,,,,,,,,,,,,40,1,1,4,952486238
3/20/20178:58:01AM,3/20/20179:00:41AM,0,24.35.229.223,100,160,1,3/20/20179:00:42AM,R_2AGXVIZuEvLSqGS,,,,,37.83129883,-94.33869934,anonymous,,,1,6,,,,,,,,,,,,,,,59,1,1,2,5462568826
3/20/20178:57:12AM,3/20/20179:01:50AM,0,69.137.227.89,100,278,1,3/20/20179:01:52AM,R_3F1Zd4ATFZOeE8t,,,,,38.62590027,-76.97789764,anonymous,,,,,,,,,,,,,,,,,4,1,23,2,1,4,3526389348
3/20/20179:13:58AM,3/20/20179:15:53AM,0,72.228.171.106,100,115,1,3/20/20179:15:55AM,R_3P80xhL26CDn7lc,,,,,42.92640686,-78.74790192,anonymous,,,,,,,,,2,1,,,,,,,,,22,2,4,4,3121906724
3/20/20179:19:44AM,3/20/20179:21:24AM,0,99.91.144.112,100,99,1,3/20/20179:21:25AM,R_2dQJ2oxAzg2gnE0,,,,,39.8441925,-85.97399902,anonymous,1,1,,,,,,,,,,,,,,,,,40,2,1,4,4663626249
3/20/20179:23:05AM,3/20/20179:24:35AM,0,161.195.66.146,100,90,1,3/20/20179:24:37AM,R_1F9TLyO5kseDPDH,,,,,39.95429993,-75.16570282,anonymous,,,,,,,,,,,,,2,1,,,,,26,2,1,4,5696715410
3/20/20179:27:03AM,3/20/20179:29:51AM,0,47.136.188.122,100,168,1,3/20/20179:29:53AM,R_1dFVcDfXRknt4DX,,,,,33.48109436,-117.2261047,anonymous,,,,,,,,,3,1,,,,,,,,,39,2,2,4,4678917117
3/20/20179:35:37AM,3/20/20179:37:55AM,0,24.56.240.53,100,137,1,3/20/20179:37:56AM,R_qI5pIxyOLpG2b3X,,,,,47.85189819,-122.0921021,anonymous,,,,,,,,,,,,,4,1,,,,,28,1,1,4,1882460248
3/20/20179:41:31AM,3/20/20179:43:53AM,0,173.28.64.89,100,142,1,3/20/20179:43:55AM,R_3E9HWL5LDU5wGeH,,,,,37.17019653,-93.32969666,anonymous,,,3,4,,,,,,,,,,,,,,,33,1,1,4,3751716730
3/20/20179:44:58AM,3/20/20179:47:24AM,0,100.33.162.31,100,146,1,3/20/20179:47:26AM,R_3Gs9SDyYqJ84VcL,,,,,40.67649841,-73.84670258,anonymous,,,,,,,,,,,,,5,3,,,,,30,1,1,4,5216093254
3/20/20179:48:35AM,3/20/20179:50:20AM,0,137.49.152.117,100,104,1,3/20/20179:50:21AM,R_sGsgbGHxaD4wIGl,,,,,41.78140259,-72.75440216,anonymous,,,,,,,,,,,,,,,4,4,,,29,2,1,3,4828717690
3/20/20179:48:50AM,3/20/20179:50:30AM,0,72.248.52.9,100,100,1,3/20/20179:50:31AM,R_e5nHJvdPdWOXnBT,,,,,42.58039856,-71.08699799,anonymous,,,4,6,,,,,,,,,,,,,,,26,2,1,3,6531226751
3/20/20179:52:50AM,3/20/20179:54:03AM,0,66.194.123.10,100,72,1,3/20/20179:54:05AM,R_3G3OHLAWMzm57g4,,,,,35.186203,-80.74790192,anonymous,1,3,,,,,,,,,,,,,,,,,23,2,1,4,6539630368
3/20/20179:54:16AM,3/20/20179:56:26AM,0,97.80.156.67,100,130,1,3/20/20179:56:28AM,R_2ablS2K5nEpSauq,,,,,33.94099426,-83.43409729,anonymous,1,3,,,,,,,,,,,,,,,,,22,2,1,4,7825397234
3/20/201710:00:48AM,3/20/201710:04:31AM,0,12.202.84.227,100,223,1,3/20/201710:04:33AM,R_2SCDE78UuajxgEs,,,,,41.44520569,-81.69960022,anonymous,1,4,,,,,,,,,,,,,,,,,26,2,1,4,9316416662
3/20/201710:12:49AM,3/20/201710:14:54AM,0,162.119.232.106,100,124,1,3/20/201710:14:56AM,R_27USfVRcRi0zGal,,,,,34.07620239,-118.3103943,anonymous,,,,,,,,,,,2,2,,,,,,,24,1,3,3,2095082212
3/20/201710:17:17AM,3/20/201710:20:40AM,0,100.2.194.137,100,202,1,3/20/201710:20:42AM,R_1oA7ocFG5otUQrK,,,,,40.8690033,-73.90229797,anonymous,,,,,,,,,2,1,,,,,,,,,43,1,3,4,6910819565
3/20/201710:21:57AM,3/20/201710:23:32AM,0,138.163.106.71,100,94,1,3/20/201710:23:33AM,R_21gMLNknmpBWFUX,,,,,47.56530762,-122.6412964,anonymous,,,,,4,2,,,,,,,,,,,,,31,1,1,4,8192928857
3/20/201710:23:46AM,3/20/201710:25:56AM,0,69.116.85.116,100,130,1,3/20/201710:25:58AM,R_6usv4g7JHSh2VZD,,,,,41.20089722,-73.38069916,anonymous,,,,,,,,,,,,,,,5,4,,,31,2,1,4,7857754542
3/20/201710:36:21AM,3/20/201710:38:18AM,0,69.117.86.135,100,117,1,3/20/201710:38:20AM,R_1PZTiKT7pSt5kBz,,,,,40.64489746,-73.95829773,anonymous,,,,,,,,,,,5,1,,,,,,,26,1,5,4,3488974450
3/20/201710:37:35AM,3/20/201710:39:41AM,0,67.14.242.209,100,125,1,3/20/201710:39:43AM,R_3jV9mkgjJ5ul44t,,,,,25.7631073,-80.19110107,anonymous,,,,,,,,,,,,,,,5,2,,,24,2,1,4,198949506
3/20/201710:37:37AM,3/20/201710:40:04AM,0,24.29.240.63,100,147,1,3/20/201710:40:06AM,R_12GyF3b5Kij1GC3,,,,,40.44099426,-81.49199677,anonymous,,,,,4,1,,,,,,,,,,,,,30,2,1,4,8632578095
3/20/201710:46:42AM,3/20/201710:48:12AM,0,74.209.19.210,100,90,1,3/20/201710:48:13AM,R_339yXYBIpV2GAo3,,,,,42.34779358,-73.55490112,anonymous,1,4,,,,,,,,,,,,,,,,,32,1,1,4,4333012449
3/20/201710:53:08AM,3/20/201710:55:10AM,0,173.48.227.24,100,122,1,3/20/201710:55:12AM,R_1kRecfOb8dve7Jr,,,,,42.53349304,-71.10359955,anonymous,,,,,,,5,4,,,,,,,,,,,36,2,1,4,101920
3/20/201710:53:30AM,3/20/201710:55:46AM,0,107.13.179.25,100,135,1,3/20/201710:55:48AM,R_1LRlQUscCU7stJj,,,,,35.74630737,-78.72389984,anonymous,,,,,,,,,,,5,2,,,,,,,29,2,1,4,6860403456
3/20/201710:58:48AM,3/20/201711:00:33AM,0,67.2.249.161,100,104,1,3/20/201711:00:34AM,R_diKxPCwXLWITeJH,,,,,37.18339539,-113.5998993,anonymous,,,,,,,,,,,,,,,,,4,2,31,1,1,4,3968584645
3/20/201711:08:08AM,3/20/201711:09:43AM,0,73.10.23.50,100,95,1,3/20/201711:09:45AM,R_1IskfZF873PvI3M,,,,,39.74369812,-75.34619904,anonymous,,,,,5,2,,,,,,,,,,,,,28,1,1,4,1689502723
3/20/201711:24:35AM,3/20/201711:26:53AM,0,66.87.120.69,100,137,1,3/20/201711:26:54AM,R_3hnIi994QDgMLG5,,,,,29.77020264,-95.3628006,anonymous,,,,,,,,,4,1,,,,,,,,,37,2,1,4,1858046539
3/20/201711:29:31AM,3/20/201711:32:30AM,0,74.221.181.232,100,179,1,3/20/201711:32:32AM,R_ZgkAK7Obyfbwut3,,,,,35.00270081,-85.22399902,anonymous,,,,,,,,,5,3,,,,,,,,,38,2,1,4,3113260362
3/20/201711:32:34AM,3/20/201711:34:57AM,0,174.208.5.233,100,143,1,3/20/201711:34:58AM,R_3D0J0atiYiYk75G,,,,,37.75100708,-97.8219986,anonymous,,,4,5,,,,,,,,,,,,,,,36,2,1,4,2322494244
3/20/201711:33:37AM,3/20/201711:35:06AM,0,108.223.173.61,100,88,1,3/20/201711:35:07AM,R_2xCUYMYV8WBT5Le,,,,,33.00540161,-85.10630035,anonymous,,,,,5,2,,,,,,,,,,,,,21,1,1,4,1226436301
3/20/201711:52:13AM,3/20/201711:53:32AM,0,72.162.48.152,100,79,1,3/20/201711:53:34AM,R_2ErVNZy6kn7WKac,,,,,34.06629944,-84.67839813,anonymous,,,,,,,,,,,4,2,,,,,,,22,1,3,3,5512938523
3/20/201711:51:54AM,3/20/201711:53:50AM,0,73.85.201.55,100,116,1,3/20/201711:53:52AM,R_116DXcIDD6xJdpQ,,,,,25.9828949,-80.27940369,anonymous,,,,,,,4,5,,,,,,,,,,,34,2,2,2,9444652446
3/20/201711:58:24AM,3/20/201711:59:59AM,0,97.76.34.86,100,95,1,3/20/201712:00:01PM,R_3e38fQ84WLN9WQ0,,,,,28.14759827,-82.76409912,anonymous,,,,,,,,,,,,,,,4,3,,,36,2,1,3,6777466303
3/20/201712:06:58PM,3/20/201712:09:17PM,0,50.29.198.211,100,139,1,3/20/201712:09:19PM,R_2XidSpqDlYV8O8k,,,,,41.05439758,-74.61710358,anonymous,,,,,,,4,4,,,,,,,,,,,34,2,1,4,9035742674
3/20/201712:07:27PM,3/20/201712:09:32PM,0,173.173.176.207,100,124,1,3/20/201712:09:34PM,R_wNaaCH4KVQSwqIx,,,,,26.57789612,-98.99359894,anonymous,,,,,,,,,1,1,,,,,,,,,22,1,3,4,1421890157
3/20/201712:08:41PM,3/20/201712:09:53PM,0,107.142.157.223,100,72,1,3/20/201712:09:55PM,R_2riQARqdkpp0ASH,,,,,32.90139771,-117.207901,anonymous,,,3,6,,,,,,,,,,,,,,,30,1,1,3,7151037096
3/20/201712:21:38PM,3/20/201712:23:52PM,0,172.5.124.41,100,134,1,3/20/201712:23:54PM,R_1Q0dq9v1luZzjOz,,,,,37.45759583,-122.1040955,anonymous,2,4,,,,,,,,,,,,,,,,,62,1,1,4,9609316750
3/20/201712:25:33PM,3/20/201712:26:51PM,0,24.155.152.252,100,78,1,3/20/201712:26:54PM,R_7OnUsFf7wYfN5IJ,,,,,31.8789978,-102.4838028,anonymous,,,,,,,,,,,2,1,,,,,,,52,2,1,4,7704822044
3/20/201712:32:36PM,3/20/201712:37:24PM,0,108.67.133.63,100,287,1,3/20/201712:37:25PM,R_a5HFYmsfNbTDnGN,,,,,41.90249634,-87.74009705,anonymous,,,,,,,,,,,,,,,5,5,,,60,2,1,4,8542102039
3/20/201712:47:54PM,3/20/201712:49:47PM,0,70.122.9.105,100,113,1,3/20/201712:49:49PM,R_Ckqz9rLRX2WtaCZ,,,,,30.51739502,-97.63040161,anonymous,,,2,5,,,,,,,,,,,,,,,33,1,1,4,2632215452
3/20/20171:13:01PM,3/20/20171:14:37PM,0,96.44.0.27,100,95,1,3/20/20171:14:38PM,R_3OdiT7xnZdZ8gjb,,,,,39.30310059,-82.08280182,anonymous,,,,,,,,,,,,,,,5,2,,,22,2,1,2,8055324759
3/20/20171:16:04PM,3/20/20171:18:15PM,0,140.242.18.3,100,131,1,3/20/20171:18:17PM,R_2SGm5CR8sBNE9ET,,,,,37.31199646,-121.9660034,anonymous,,,,,,,,,5,2,,,,,,,,,34,1,3,3,3923775717
3/20/20171:18:11PM,3/20/20171:19:07PM,0,162.89.0.47,100,56,1,3/20/20171:19:09PM,R_3fDBslFKvwoZ7SC,,,,,30.26719666,-97.74310303,anonymous,,,3,6,,,,,,,,,,,,,,,26,1,1,4,5207652599
3/20/20171:17:20PM,3/20/20171:19:15PM,0,73.23.255.142,100,114,1,3/20/20171:19:16PM,R_1IcSMNX3R4cnUTI,,,,,26.62919617,-81.94319916,anonymous,,,,,4,3,,,,,,,,,,,,,51,2,1,4,4214329287
3/20/20171:16:55PM,3/20/20171:19:26PM,0,172.58.155.250,100,151,1,3/20/20171:19:27PM,R_1mXb3dixVsiGqKY,,,,,35.22709656,-80.8431015,anonymous,1,4,,,,,,,,,,,,,,,,,20,2,1,4,6498790313
