StartDate,EndDate,SubjectType,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,age,sex,race,t00001,t00002,t00003,t00004,t00005,t00006,t00007,t00008,t00009,t00010,t00011,t00012,t00013,t00014,t00015,t00016,t00017,t00018,t00019,t00020,t00021,t00022,t00023,t00024,t00025,t00026,t00027,t00028,t00029,t00030,t00031,t00032,t00033,t00034,t00035,t00036,t00037,t00038,t00039,t00040,t00041,t00042,t00043,t00044,t00045,t00046,t00047,t00048,t00049,t00050,t00051,t00052,t00053,t00054,t00055,t00056,t00057,t00058,t00059,t00060,t00061,t00062,t00063,t00064,t00065,t00066,t00067,t00068,t00069,t00070,t00071,t00072,t00073,t00074,t00075,t00076,t00077,t00078,t00079,t00080,t00081,t00082,t00083,t00084,t00085,t00086,t00087,t00088,t00089,t00090,t00091,t00092,t00093,t00094,t00095,t00096,t00097,t00098,t00099,t00100,t00101,t00102,t00103,t00104,t00105,t00106,t00107,t00108,t00109,t00110,t00111,t00112,t00113,t00114,t00115,t00116,t00117,t00118,t00119,t00120,t00121,t00122,t00123,t00124,t00125,t00126,t00127,t00128,t00129,t00130,t00131,t00132,t00133,t00134,t00135,t00136,t00137,t00138,t00139,t00140,t00141,t00142,t00143,t00144,t00145,t00146,t00147,t00148,t00149,t00150,t00151,t00152,t00153,t00154,t00155,t00156,t00157,t00158,t00159,t00160,t00161,t00162,t00163,t00164,t00165,t00166,t00167,t00168,t00169,t00170,t00171,t00172,t00173,t00174,t00175,t00176,t00177,t00178,t00179,t00180,t00181,t00182,t00183,t00184,t00185,t00186,t00187,t00188,t00189,t00190,t00191,t00192,t00193,t00194,t00195,t00196,t00197,t00198,t00199,t00200,t00201,t00202,t00203,t00204,t00205,t00206,t00207,t00208,t00209,t00210,t00211,t00212,t00213,t00214,t00215,t00216,t00217,t00218,t00219,t00220,t00221,t00222,t00223,t00224,t00225,t00226,t00227,t00228,t00229,t00230,t00231,t00232,t00233,t00234,t00235,t00236,t00237,t00238,t00239,t00240,t00241,t00242,t00243,t00244,t00245,t00246,t00247,t00248,t00249,t00250,t00251,t00252,t00253,t00254,t00255,t00256,t00257,t00258,t00259,t00260,t00261,t00262,t00263,t00264,t00265,t00266,t00267,t00268,t00269,t00270,t00271,t00272,t00273,t00274,t00275,t00276,t00277,t00278,t00279,t00280,t00281,t00282,t00283,t00284,t00285,t00286,t00287,t00288,t00289,t00290,t00291,t00292,t00293,t00294,t00295,t00296,t00297,t00298,t00299,t00300,data_use,mTurkCode
2/27/2017 23:37,2/27/2017 23:58,real,0,23.226.163.196,100,1298,1,2/27/2017 23:58,R_XY4LJxIqkZbwLqV,,,,,37.4382019,-84.0510025,anonymous,35,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,4,1159884
2/28/2017 0:01,2/28/2017 0:10,real,0,97.127.104.215,100,537,1,2/28/2017 0:10,R_21vsoSzsNCqxM7k,,,,,45.02850342,-93.29889679,anonymous,21,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,3,2103291
2/27/2017 23:39,2/28/2017 0:15,real,0,162.194.132.141,100,2153,1,2/28/2017 0:15,R_02PKyZhjAZO7X6F,,,,,40.80039978,-124.1528015,anonymous,23,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,4,3294008
2/28/2017 0:13,2/28/2017 0:25,real,0,52.144.45.244,100,715,1,2/28/2017 0:25,R_b32VL6nyRob4Q2R,,,,,39.67340088,-75.7052002,anonymous,24,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,7883296
2/28/2017 0:17,2/28/2017 0:45,real,0,65.129.223.2,100,1675,1,2/28/2017 0:45,R_2QLLkh1VdUQBq3E,,,,,32.22169495,-110.9264984,anonymous,46,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,4,3607178
2/28/2017 1:02,2/28/2017 1:13,real,0,65.100.63.76,100,682,1,2/28/2017 1:13,R_272wB1khHdeYECO,,,,,45.52340698,-122.6762009,anonymous,26,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,3,4253699
2/28/2017 1:02,2/28/2017 1:13,real,0,65.100.63.76,100,684,1,2/28/2017 1:13,R_aXbhpvV5Eo5JYNr,,,,,45.52340698,-122.6762009,anonymous,26,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,3,9172633
2/28/2017 0:57,2/28/2017 1:29,real,0,108.74.184.13,100,1952,1,2/28/2017 1:29,R_3fpYSod8DiMeDPZ,,,,,33.40829468,-84.30419922,anonymous,44,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,4,1070462
2/28/2017 0:55,2/28/2017 1:31,real,0,69.242.224.21,100,2186,1,2/28/2017 1:31,R_1P6JEphBm7Fw4dQ,,,,,32.43040466,-111.0376968,anonymous,41,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,4,1410421
2/28/2017 0:58,2/28/2017 1:32,real,0,12.109.156.131,100,2040,1,2/28/2017 1:32,R_2TMrtLsxSOnKZgH,,,,,38.65820313,-77.24970245,anonymous,26,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,4,2632785
2/28/2017 0:56,2/28/2017 1:40,real,0,184.59.1.150,100,2601,1,2/28/2017 1:40,R_2atQNZTVAJAo3SC,,,,,43.07449341,-87.90779877,anonymous,20,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,4,7878129
2/28/2017 0:56,2/28/2017 2:05,real,0,73.42.120.84,100,4143,1,2/28/2017 2:05,R_2Vrn27AS9VZTkK2,,,,,35.0585022,-106.6235962,anonymous,55,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,4,7932027
2/28/2017 1:34,2/28/2017 2:27,real,0,207.244.77.9,100,3189,1,2/28/2017 2:27,R_9Re3bpqU2DrlcqJ,,,,,38.77009583,-77.63210297,anonymous,25,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,4,5803056
2/28/2017 2:34,2/28/2017 2:51,real,0,138.68.130.38,100,1038,1,2/28/2017 2:52,R_1eyIAwZYhjwXdVo,,,,,51.50920105,-0.095504761,anonymous,26,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,3,2075971
2/28/2017 2:40,2/28/2017 3:01,real,0,99.98.108.216,100,1237,1,2/28/2017 3:01,R_3HjeXju0g877QJr,,,,,29.83270264,-95.66269684,anonymous,35,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,4,3525307
2/28/2017 2:45,2/28/2017 3:02,real,0,71.112.139.64,100,1025,1,2/28/2017 3:02,R_3fZ3YEFLI0DHxXD,,,,,40.33770752,-79.84279633,anonymous,33,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,4,1484632
2/28/2017 2:30,2/28/2017 3:04,real,0,197.237.213.149,100,2034,1,2/28/2017 3:04,R_3dRqUQPWh0sdmp3,,,,,-1.283294678,36.81669617,anonymous,30,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,4,971871
2/28/2017 3:00,2/28/2017 3:19,real,0,178.62.61.239,100,1169,1,2/28/2017 3:19,R_1EafvyK998sW1S7,,,,,51.50920105,-0.095504761,anonymous,26,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,8493878
